Name,Overall,Pace,Shooting,Passing,Dribbling,Defense,Physical
Iago Aspas,84,82,83,76,85,30,65
Naldo,84,69,71,65,63,85,76
Niklas Süle,84,67,42,52,51,85,82
Joshua Kimmich,84,72,67,84,82,78,72
Santiago Arias,84,88,60,74,84,83,80
Fabinho,84,74,65,78,77,84,85
Thomas Lemar,84,85,78,82,87,62,71
Marquinhos,84,76,38,69,70,85,76
Nabil Fekir,84,81,80,80,89,31,79
Kylian Mbappé,84,91,81,75,86,47,74
Stefan de Vrij,84,69,41,58,66,86,78
Branislav Ivanović,84,66,64,71,64,86,86
Raheem Sterling,84,93,74,76,86,46,64
Leroy Sané,84,94,79,76,86,34,72
Nemanja Matić,84,64,70,78,74,81,87
Riyad Mahrez,84,82,76,79,88,30,58
Kyle Walker,84,90,63,75,76,81,83
Roberto Firmino,84,77,82,80,86,47,79
André-Pierre Gignac,84,75,87,79,80,44,85
Canales,84,69,80,87,86,33,59
Matthijs de Ligt,84,78,63,74,76,85,86
Stevan Jovetić,84,80,86,79,87,38,71
Federico Bernardeschi,84,86,80,81,88,36,68
Franco Vázquez,84,67,81,84,87,45,77
Nathan Aké,84,81,62,79,78,86,83
Aaron Ramsey,84,70,82,82,83,67,77
Illarramendi,84,63,75,80,81,84,73
Aymeric Laporte,84,69,50,66,62,86,78
Cenk Tosun,84,79,87,77,85,35,84
Aymeric Laporte,84,69,50,66,62,86,78
Nils Petersen,84,70,86,71,76,40,78
Filip Kostić,84,91,81,83,86,43,80
Mario Balotelli,84,82,87,73,83,28,80
Anderson Talisca,84,80,87,87,84,68,78
Callum Wilson,84,93,85,77,86,42,83
Manuel Lanzini,84,85,80,84,88,32,58
Sergi Roberto,84,80,69,85,80,85,78
Dejan Lovren,84,60,45,65,68,86,86
Hirving Lozano,84,95,84,82,87,46,75
Iñigo Martínez,84,74,59,66,64,85,83
Danny Rose,84,83,66,77,82,84,81
Georginio Wijnaldum,84,83,80,80,86,68,78
Jamie Vardy,84,92,84,70,83,56,81
Thomas Meunier,84,80,82,82,79,84,85
Paulinho,84,78,78,82,85,79,78
Pizzi,84,81,82,84,86,64,72
Aaron Mooy,84,77,83,86,83,76,85
Sergej Milinković-Savić,84,75,80,80,84,78,86
Šime Vrsaljko,84,86,63,83,82,84,83
Marcos Alonso,84,80,76,80,80,80,83
Domenico Berardi,84,88,84,82,87,36,76
Jozy Altidore,84,77,86,78,85,42,89
Nacho Fernández,84,78,42,70,68,84,81
Younès Belhanda,84,78,83,84,87,63,74
Saúl,84,75,73,82,84,80,78
Quincy Promes,84,90,84,80,86,32,70
Wissam Ben Yedder,84,85,85,80,88,37,70
Ashley Young,84,85,80,85,87,80,74
Wayne Rooney,84,70,87,85,80,58,83
Giuliano,84,84,83,84,86,48,77
Marlos,84,85,79,84,89,52,68
Matthias Ginter,84,71,68,81,73,85,82
Raffael,84,75,84,83,88,44,70
Max Kruse,84,73,87,85,85,43,73
Dante,84,49,56,71,68,86,81
Ricardo Rodríguez,84,77,74,85,80,81,75
Corentin Tolisso,84,76,80,84,81,79,84
Heung Min Son,84,88,85,78,85,30,69
Mario Gómez,84,74,85,65,78,31,80
Sandro Wagner,84,67,87,66,74,35,87
Alejandro Gómez,84,90,77,80,88,31,58
Dimitri Payet,84,75,78,86,87,37,70
Gabriel Jesus,84,89,83,77,89,30,72
Saúl,84,75,73,82,84,80,78
Marcus Rashford,84,94,85,79,86,43,79
Marquinhos,84,76,38,69,70,85,76
Florian Thauvin,84,84,81,82,86,39,66
Leighton Baines,84,72,75,84,83,82,74
Anders Christiansen,84,78,75,84,83,77,81
Amin Younes,84,88,77,84,92,34,73
Hilton,84,48,60,79,77,87,80
Wilfried Zaha,84,92,78,76,89,38,78
Gabriel Jesus,84,89,83,77,89,30,72
Stephan Lichtsteiner,84,79,65,76,78,83,80
Andrej Kramarić,84,76,86,78,88,30,76
Marko Arnautović,84,79,80,82,84,56,82
Gylfi Sigurðsson,84,68,85,87,83,55,73
Andriy Yarmolenko,84,84,84,85,88,43,79
Marcelo Brozović,84,73,79,84,85,74,72
Thomas Meunier,84,80,79,78,80,83,86
Andriy Yarmolenko,84,84,84,85,88,43,79
Gylfi Sigurðsson,84,68,85,87,83,55,73
Federico Bernardeschi,84,86,80,81,88,36,68
Serge Aurier,84,87,70,78,81,83,87
Corentin Tolisso,84,76,80,84,81,79,84
Cédric Bakambu,84,90,83,78,84,40,79
Mathieu Valbuena,84,83,78,83,86,35,57
Juan Mata,84,67,76,84,84,32,54
Aymeric Laporte,84,69,50,66,62,86,78
Shkodran Mustafi,84,67,57,63,63,83,79
Koke,84,70,75,86,81,63,75
Marco Asensio,84,78,79,83,83,39,61
Julian Draxler,84,78,80,82,86,34,64
Eric Bailly,84,78,42,59,66,84,84
Alejandro Gómez,84,90,77,80,88,31,58
Bruno,84,41,72,79,75,78,77
Dimitri Payet,84,75,78,86,87,37,70
Dani Alves,84,82,68,81,84,77,66
Bernardo Silva,84,81,72,81,89,45,61
Ander Herrera,84,73,72,81,83,78,77
Sami Khedira,84,64,74,80,76,80,84
Laurent Koscielny,84,75,41,62,66,85,78
Medhi Benatia,84,74,42,54,65,85,82
Ivan Perišić,84,84,80,78,81,42,75
Willian,84,88,76,81,86,49,64
Kostas Manolas,84,80,19,42,61,86,83
Gary Cahill,84,63,58,52,62,84,78
Sadio Mané,84,93,78,74,85,36,75
Kevin Strootman,84,67,74,82,78,78,82
Pedro,84,82,77,77,84,37,62
Falcao,84,69,84,68,79,36,74
Aduriz,84,70,83,64,76,46,79
Morata,84,82,80,71,80,23,73
Kalidou Koulibaly,84,73,26,43,57,85,86
Mauro Icardi,84,78,83,61,76,26,70
Dele Alli,84,76,80,77,82,64,78
Carvajal,84,82,45,73,79,82,78
Edin Džeko,84,64,83,70,74,32,72
Kevin Volland,83,80,86,82,83,42,85
Danny Welbeck,83,87,83,77,83,39,81
Mark Uth,83,78,86,79,82,35,70
Kwadwo Asamoah,83,86,78,82,83,80,75
Felipe Anderson,83,93,81,80,87,56,64
André Schürrle,83,90,87,83,87,42,71
Rodrigo,83,94,84,77,85,39,75
Milan Škriniar,83,69,48,61,62,86,81
Ousmane Dembélé,83,91,76,75,88,32,56
Anthony Martial,83,91,81,71,86,41,75
Héctor Moreno,83,69,57,70,67,85,79
Adrien Silva,83,65,76,82,81,78,72
Giuliano,83,83,78,79,84,46,74
Sebastian Giovinco,83,84,81,79,87,27,57
Pizzi,83,79,78,82,83,63,70
Quincy Promes,83,89,81,78,83,30,68
Paulinho,83,76,77,75,80,78,77
Saúl,83,73,72,79,81,77,75
Jonathan Viera,83,80,76,83,86,53,68
Leon Goretzka,83,85,75,81,80,78,76
Timo Werner,83,92,79,66,82,28,66
Mario Balotelli,83,81,84,72,80,26,77
Florian Thauvin,83,83,79,80,83,36,65
Sergej Milinković-Savić,83,71,75,78,81,75,84
Juan Cuadrado,83,91,74,77,87,63,68
Raúl Albiol,83,57,41,58,61,85,78
Douglas Costa,83,93,77,78,88,32,64
Fred,83,85,77,79,85,79,66
Heung Min Son,83,86,83,76,84,29,67
Gabriel Jesus,83,87,81,72,87,28,70
Anthony Martial,83,91,81,71,86,41,75
Piotr Zieliński,83,86,75,84,85,66,64
Erik Lamela,83,81,82,83,86,49,73
Cristiano,83,93,85,80,82,45,86
Theo Walcott,83,93,83,78,85,41,69
Fabián Orellana,83,83,81,82,87,35,54
Jardel,83,63,48,60,55,85,84
João Mário,83,73,70,80,83,70,71
João Mário,83,73,70,80,83,70,71
Theo Walcott,83,93,83,78,85,41,69
Virgil van Dijk,83,73,60,67,70,83,85
Samu Castillejo,83,89,73,85,85,43,53
Luis Muriel,83,90,84,72,90,28,80
Romain Thomas,83,58,40,62,52,84,81
Nacho Monreal,83,76,58,80,80,84,76
Alex Oxlade-Chamberlain,83,90,77,80,88,58,73
Gonçalo Guedes,83,88,86,82,86,49,77
Vitolo,83,80,77,79,82,28,76
Virgil van Dijk,83,73,60,67,70,83,85
Phil Jagielka,83,55,51,62,60,86,83
Allan,83,81,69,80,83,84,85
Marcelo,83,70,53,66,66,84,87
Josip Iličić,83,74,86,84,84,39,68
Salomon Kalou,83,71,83,78,88,36,66
Luis Muriel,83,92,84,75,87,30,76
Daniele Rugani,83,64,45,61,70,85,79
Michail Antonio,83,88,80,77,86,56,84
Jermain Defoe,83,77,88,65,83,30,69
Valère Germain,83,81,85,80,84,34,71
Daley Blind,83,64,61,84,80,85,81
Alex Telles,83,86,66,83,81,81,78
Kingsley Coman,83,95,81,80,89,24,65
Memphis Depay,83,91,83,79,85,35,80
Manuel Fernandes,83,82,83,83,86,72,75
Jermain Defoe,83,77,88,65,83,30,69
Stephan El Shaarawy,83,89,81,75,88,37,63
Kingsley Coman,83,95,81,80,89,24,65
Benedikt Höwedes,83,64,47,63,65,83,77
Emil Forsberg,83,75,74,83,83,30,66
Danny Welbeck,83,87,83,77,83,39,81
Rodrigo,83,94,84,77,85,39,75
Liam Moore,83,80,50,72,75,82,83
Sead Kolašinac,83,81,58,68,71,81,91
Pablo Sarabia,83,80,80,85,85,35,58
Ricardo Pereira,83,90,68,85,83,81,75
Michy Batshuayi,83,82,86,66,81,30,78
Julian Brandt,83,85,81,84,86,30,64
Luiz Gustavo,83,68,68,73,73,84,82
Mateo Kovačić,83,82,73,83,85,62,72
Deulofeu,83,93,73,77,88,27,65
Juan Cuadrado,83,92,77,76,88,62,68
Daniel Sturridge,83,79,83,71,80,25,71
Lars Bender,83,71,66,74,73,83,81
Fernando Belluschi,83,73,80,85,83,64,74
Andreas Granqvist,83,51,67,65,58,85,81
Daniel Wass,83,78,80,86,84,70,74
Luis Alberto,83,78,82,88,86,32,61
Maicon,83,63,60,70,60,85,85
Simone Zaza,83,79,86,65,80,48,86
Stephan El Shaarawy,83,89,81,75,88,37,63
Adrien Silva,83,65,76,82,81,78,72
William Carvalho,83,53,57,77,74,80,83
Wesley Sneijder,83,69,78,86,82,38,56
Jonas,83,65,85,75,84,35,65
Danilo Pereira,83,68,62,69,74,82,87
Quaresma,83,83,76,81,87,18,60
Nani,83,81,79,81,86,24,64
Samuel Umtiti,83,74,64,71,71,82,79
Mario Mandžukić,83,72,78,71,74,65,87
Giacomo Bonaventura,83,78,77,82,83,67,73
Javier Mascherano,83,65,53,71,70,82,77
Steven N'Zonzi,83,57,67,73,71,80,88
Niklas Süle,83,65,41,51,50,83,81
Iago Aspas,83,81,83,73,84,29,63
Idrissa Gueye,83,76,60,70,77,83,81
Riyad Mahrez,83,82,74,78,87,28,55
Roberto Firmino,83,77,81,79,85,46,77
Naby Keïta,83,73,71,77,89,62,70
Ezequiel Garay,83,43,64,66,65,84,80
Yaya Touré,83,63,82,80,77,70,83
Lucas Biglia,83,69,63,81,80,75,75
Kylian Mbappé,83,90,80,74,84,47,74
Andrea Belotti,83,82,81,57,78,29,84
Marquinhos,83,71,38,68,70,84,76
Nemanja Matić,83,64,70,76,72,80,87
Adam Lallana,83,73,75,80,84,65,74
Virgil van Dijk,83,73,60,67,70,83,85
Loïc Perrin,83,68,65,69,68,86,80
Daniele De Rossi,83,68,64,73,71,81,82
Nicolás Gaitán,83,81,74,81,84,39,55
Morgan Schneiderlin,83,68,62,76,77,79,81
José María Giménez,83,70,45,51,54,85,81
Ousmane Dembélé,83,91,76,75,88,32,56
Santi Cazorla,83,65,76,85,85,61,63
Mateo Musacchio,83,70,51,66,59,84,78
Kévin Gameiro,83,87,83,75,79,35,68
Łukasz Piszczek,83,79,68,76,74,81,80
Borja Valero,83,70,69,85,85,63,65
Ömer Toprak,83,76,39,62,68,85,75
João Mário,83,73,70,80,83,70,71
Emil Forsberg,83,75,74,83,83,30,66
Juanfran,83,82,58,75,77,80,77
Nicolás Otamendi,83,63,56,59,56,83,81
Antonio Valencia,83,87,65,75,81,78,85
Shinji Kagawa,83,70,68,76,86,34,49
Thomas Lemar,83,85,77,80,86,62,70
Mohamed Salah,83,93,73,74,86,45,66
José Callejón,83,90,78,71,83,34,65
Bas Dost,83,60,83,57,64,43,83
Vitolo,83,80,77,79,82,28,76
Fabinho,83,74,65,76,76,83,83
Éver Banega,83,69,70,85,84,62,67
Kyle Walker,83,90,63,73,76,80,81
Joel Matip,83,67,46,68,67,84,78
Stefan de Vrij,83,68,41,58,66,85,76
Javier Pastore,83,71,75,83,85,58,64
Benedikt Höwedes,83,64,47,63,65,83,77
Branislav Ivanović,82,62,61,68,62,83,83
Rafinha,82,76,51,79,82,84,70
Gabriel Paulista,82,69,52,69,67,85,79
Marlos,82,83,76,78,87,48,66
Emanuele Calaió,82,75,84,68,82,25,83
Jannik Vestergaard,82,50,53,66,56,83,84
Miguel Layún,82,82,81,81,79,78,75
Blerim Džemaili,82,70,83,81,80,71,79
De Tomás,82,79,85,65,79,27,79
Jorge Meré,82,74,35,58,58,86,76
Séamus Coleman,82,74,67,73,80,82,80
Bruno Peres,82,92,74,75,84,78,80
Alassane Pléa,82,84,86,80,81,44,78
Sofiane Feghouli,82,89,76,80,86,36,64
Ki Sung Yueng,82,69,80,87,80,65,74
Wylan Cyprien,82,82,80,82,83,77,84
Alex Telles,82,85,65,79,80,77,76
Sergi Roberto,82,79,65,81,77,79,73
Simone Zaza,82,78,81,61,77,44,85
Llorente,82,53,83,65,72,31,82
Kingsley Coman,82,93,76,75,84,19,60
Thorgan Hazard,82,82,79,81,85,38,67
Teemu Pukki,82,87,82,66,84,33,78
Bafétimbi Gomis,82,70,84,68,76,44,74
Łukasz Teodorczyk,82,74,82,67,74,27,83
Adrian Mierzejewski,82,83,83,82,84,47,82
Ismaily,82,86,71,78,79,79,80
Alessio Romagnoli,82,69,38,56,67,85,80
Mathieu Debuchy,82,73,70,77,77,82,79
Emre Can,82,74,73,80,80,81,86
Christoph Kramer,82,56,57,75,77,79,79
Malcom,82,84,78,79,85,26,64
Adrien Rabiot,82,70,72,78,79,74,78
Luiz Gustavo,82,66,62,69,70,82,81
Andreas Christensen,82,72,31,63,70,84,72
Marcos Alonso,82,77,72,78,78,78,80
Wilfried Zaha,82,90,72,72,87,33,73
Daniel Sturridge,82,76,82,69,79,25,68
Djaniny,82,90,83,76,84,42,82
Soares,82,88,82,68,80,46,87
Emanuele Giaccherini,82,82,80,83,86,67,66
Wahbi Khazri,82,80,85,83,83,47,73
Raúl,82,55,65,66,61,82,86
Victor Moses,82,86,77,77,86,76,78
Nicolás Tagliafico,82,90,59,75,81,82,76
Florian Lejeune,82,52,60,64,65,84,87
Iñigo Martínez,82,71,56,63,62,82,79
Deulofeu,82,93,70,75,87,26,61
Olivier Giroud,82,53,81,70,74,38,83
Islam Slimani,82,69,78,67,73,47,86
Roque Mesa,82,77,61,76,77,73,80
Lucas,82,93,74,75,86,45,62
Nicolás Tagliafico,82,90,59,75,81,82,76
Deulofeu,82,93,70,75,87,26,61
Iñigo Martínez,82,71,56,63,62,82,79
Lucas,82,93,74,75,86,45,62
Edin Višća,82,91,84,78,87,41,64
Gastón Ramírez,82,75,83,85,87,46,65
Arda Turan,82,71,73,81,84,61,72
Niclas Füllkrug,82,82,84,75,79,36,84
Franco Cervi,82,91,77,80,87,50,60
James Ward-Prowse,82,71,76,89,84,64,73
Jonny Evans,82,69,36,65,62,85,78
Paul Baysse,82,69,52,76,72,83,84
Mario Gómez,82,72,82,62,73,28,78
Andy Carroll,82,68,87,66,76,55,89
Etxeita,82,58,43,54,63,85,86
Carlos Vela,82,84,79,77,82,25,66
Fabio Quagliarella,82,78,87,79,82,30,75
Martin Braithwaite,82,88,82,80,83,42,83
José Izquierdo,82,94,80,75,88,35,70
Leander Dendoncker,82,73,75,81,73,83,87
Nicolas Nkoulou,82,76,50,71,74,84,81
Jesse Lingard,82,88,80,78,88,57,74
Takashi Inui,82,88,76,79,91,44,66
Eric Maxim Choupo-Moting,82,84,81,76,91,44,80
Andrea Pirlo,82,40,71,92,80,52,55
Romain Alessandrini,82,94,86,76,87,42,78
Jesse Lingard,82,86,82,80,86,54,75
Djibril Sidibé,82,83,74,80,80,79,82
Zlatko Junuzović,82,80,78,84,85,76,77
Sofiane Boufal,82,85,81,76,89,40,48
Andy Carroll,82,70,84,68,74,55,88
Serge Gnabry,82,91,83,80,86,48,71
Leon Bailey,82,95,80,78,87,27,67
Winston Reid,82,72,57,55,56,83,83
Vincent Aboubakar,82,84,82,78,84,29,83
John Stones,82,74,40,75,76,84,80
Cenk Tosun,82,77,83,74,83,33,82
Alexandr Kokorin,82,88,82,80,85,47,77
André Silva,82,84,82,72,83,47,82
Emiliano Rigoni,82,89,79,82,85,46,66
Canales,82,67,77,85,83,30,55
Diego Llorente,82,65,44,68,68,84,76
Serge Gnabry,82,91,85,75,87,45,76
Kyriakos Papadopoulos,82,67,47,55,53,83,85
Rogelio Funes Mori,82,81,83,76,82,55,82
Charlie Austin,82,71,85,61,75,46,82
Filip Kostić,82,90,77,80,84,40,77
Tore Reginiussen,82,75,53,68,65,84,85
Emmanuel Adebayor,82,72,84,70,78,40,79
Yunus Mallı,82,80,77,82,85,40,65
Sean Maguire,82,93,80,65,82,25,75
Šime Vrsaljko,82,84,60,78,79,81,81
Adem Ljajić,82,83,82,80,86,38,68
Jonathan Viera,82,80,75,81,86,52,68
Emiliano Rigoni,82,89,79,82,85,46,66
Tiémoué Bakayoko,82,73,49,70,74,81,83
Lars Stindl,82,71,84,79,79,64,74
Divock Origi,82,87,84,77,82,35,82
Clint Dempsey,82,70,85,78,82,42,75
Nicola Sansone,82,85,85,80,86,40,73
Anderson Talisca,82,78,85,84,81,65,75
Bertrand Traoré,82,90,79,80,86,38,72
Divock Origi,82,87,84,77,82,35,82
Paco Alcácer,82,77,83,70,80,34,67
Jefferson Farfán,82,85,85,85,83,40,81
Vincenzo Grifo,82,80,80,82,85,40,75
Rafael Tolói,82,65,53,60,68,84,79
Marçal,82,85,68,78,84,79,79
Hirving Lozano,82,94,83,80,85,40,68
Alexander Sørloth,82,87,84,75,78,40,84
Aaron Mooy,82,75,80,84,80,74,84
Aleksandar Kolarov,82,71,76,81,78,83,82
Bartra,82,79,54,72,75,83,73
Mamadou Sakho,82,64,35,65,57,81,86
Alexey Berezutskiy,82,52,58,73,57,83,81
Omar Al Soma,82,78,85,75,78,45,82
Romain Alessandrini,82,93,85,81,85,43,75
Aritz Elustondo,82,76,45,68,67,82,77
Mohamed Elyounoussi,82,87,80,84,86,44,72
Sandro Wagner,82,65,85,60,70,33,85
Antonio Sanabria,82,84,82,78,85,30,70
Elías Hernández,82,79,80,84,85,58,65
Marouane Fellaini,82,53,77,75,77,81,92
Matthias Ginter,82,69,65,78,71,83,80
Bertrand Traoré,82,90,79,80,86,38,72
Keita Baldé Diao,82,92,76,72,86,29,70
Vágner Love,82,77,85,66,84,40,79
Faouzi Ghoulam,82,82,71,75,80,80,82
Hilton,82,45,56,75,73,85,78
Joaquín,82,77,81,86,86,42,60
Felipe,82,68,41,59,62,82,81
Davy Klaassen,82,73,80,74,75,67,79
Ljubomir Fejsa,82,53,57,66,68,81,85
Marlos,82,83,76,78,87,48,66
Vedran Ćorluka,82,58,51,67,67,82,82
Quincy Promes,82,89,81,76,82,29,67
Yacine Brahimi,82,80,73,76,89,33,56
Sebastian Giovinco,82,81,81,78,87,27,57
David Villa,82,69,83,74,82,31,69
Pizzi,82,79,77,81,83,61,69
Taison,82,92,79,75,85,47,63
Olivier Giroud,82,53,81,70,74,38,83
Timo Werner,82,91,79,65,80,28,65
João Moutinho,82,69,75,81,81,70,72
Federico Bernardeschi,82,84,76,77,86,34,65
Anthony Martial,82,91,79,70,85,41,74
Heung Min Son,82,86,82,75,83,25,66
Raheem Sterling,82,93,71,74,85,46,61
Granit Xhaka,82,50,66,80,72,72,78
Daniel Sturridge,82,76,82,69,79,25,68
Suso,82,82,74,81,86,23,51
Branislav Ivanović,82,62,61,68,62,83,83
Stephan Lichtsteiner,82,77,59,73,76,80,77
Willian José,82,66,82,66,76,36,76
Max Kruse,82,71,84,82,83,39,69
Jonathan Tah,82,72,27,58,58,82,78
Gonzalo Castro,82,71,72,83,81,72,68
Raffael,82,72,79,80,86,41,67
Beñat,82,58,75,84,75,66,74
Mario Gómez,82,72,82,62,73,28,78
Victor Wanyama,82,64,66,70,74,82,91
Carlos Bacca,82,77,79,64,79,24,70
Naldo,82,69,69,63,62,84,73
Víctor Ruíz,82,58,42,64,61,83,81
Francesco Acerbi,82,62,50,58,59,85,77
Antonio Rüdiger,82,74,40,64,64,82,79
Saúl,82,73,69,78,81,77,75
Lars Stindl,82,71,84,79,79,64,74
Leroy Sané,82,94,77,72,85,34,70
Lars Bender,82,68,64,73,73,82,79
Federico Fazio,82,30,41,54,56,84,81
Keita Baldé Diao,82,92,76,72,86,29,70
Lucas Vázquez,82,81,75,81,82,38,67
Jean Michaël Seri,82,80,71,82,81,72,74
Arda Turan,82,71,73,81,84,61,72
Samir Nasri,82,78,76,81,84,38,59
Gary Medel,82,74,48,68,71,81,81
Ciro Immobile,82,81,83,61,78,38,74
Marcos Rojo,82,71,59,69,68,80,83
Raúl Albiol,82,57,41,57,60,84,76
Tiémoué Bakayoko,82,73,49,70,74,81,83
Franco Vázquez,82,64,77,79,84,43,75
Moussa Dembélé,82,76,72,76,85,74,84
Manu Trigueros,82,73,74,80,81,65,69
Juan Cuadrado,82,91,74,75,86,61,65
Nathaniel Clyne,82,83,61,71,77,80,76
Stefan Savić,82,63,35,52,57,83,74
Corentin Tolisso,82,74,76,78,78,76,83
Nabil Fekir,82,78,79,77,86,31,72
Gylfi Sigurðsson,82,66,81,84,79,52,70
Mateo Kovačić,82,81,69,82,84,61,69
Parejo,82,52,77,87,77,61,71
André Gomes,82,68,71,78,78,71,81
Douglas Costa,82,92,77,77,84,32,64
Eric Dier,82,63,63,71,64,81,85
Jordan Henderson,82,72,70,82,76,76,81
Fernandinho,82,73,73,76,77,77,78
Xherdan Shaqiri,82,83,77,78,84,46,65
Lucas,82,93,74,75,86,45,62
Aaron Ramsey,82,68,75,79,80,65,75
Javier Hernández,82,79,80,66,78,31,59
Marko Arnautović,82,77,74,79,81,53,80
Roque Mesa,82,77,61,76,77,73,80
Islam Slimani,82,69,78,67,73,47,86
Alessandro Florenzi,82,85,79,78,82,76,76
Iborra,82,50,73,73,69,83,83
Jonathan Viera,82,80,75,81,86,52,68
Mario Balotelli,82,80,82,70,79,26,77
Karim Bellarabi,82,92,77,74,84,33,68
Florian Thauvin,82,82,76,78,83,36,63
Leon Goretzka,82,84,73,79,80,77,76
Georginio Wijnaldum,82,81,75,76,84,66,74
Carlos Vela,82,84,79,77,82,25,66
Iñigo Martínez,82,71,56,63,62,82,79
Ashley Williams,82,65,43,56,62,81,81
Danny Rose,82,81,63,73,77,81,78
Leighton Baines,82,70,71,80,79,80,71
Deulofeu,82,93,70,75,87,26,61
Omar Kharbin,81,84,84,64,80,29,72
Giovani Lo Celso,81,81,72,82,83,43,70
Kamil Grosicki,81,89,83,79,83,37,66
Jonas Svensson,81,85,62,80,76,80,85
Phil Jones,81,63,56,65,63,81,81
Sven Michel,81,90,83,79,82,39,83
Pablo Armero,81,90,70,74,80,73,77
Giovanni Sio,81,85,83,78,81,24,79
Rémy Cabella,81,84,80,82,82,46,60
Luís Hernández,81,76,55,72,72,84,80
Wendell,81,90,52,77,82,78,76
Bradley Wright-Phillips,81,79,84,63,76,32,74
Ola Kamara,81,82,82,62,79,38,82
Pierre-Emile Højbjerg,81,70,73,81,82,75,82
Patrice Evra,81,74,51,71,76,82,73
Ishak Belfodil,81,72,82,78,78,34,86
Houssem Aouar,81,86,77,83,86,59,71
Jefferson,81,83,78,84,82,76,79
James Tomkins,81,57,40,60,61,85,82
Lucas Ocampos,81,83,79,80,83,50,71
Cheikhou Kouyaté,81,83,66,68,70,80,90
Moussa Sissoko,81,86,77,76,78,78,86
Chris Wood,81,78,84,64,76,40,85
Aleksandar Mitrović,81,65,83,60,75,28,85
Bibras Natcho,81,67,77,87,82,76,73
James Chester,81,76,43,66,70,82,80
Jamie Vardy,81,91,79,63,77,51,78
Valeri Qazaishvili,81,76,80,81,84,40,68
Ricardo Horta,81,82,78,79,85,32,52
Léo Dubois,81,74,65,79,81,81,70
Ismaël Traoré,81,63,42,64,58,82,84
Matthew Lowton,81,80,67,76,79,80,82
Bruno Fernandes,81,79,75,82,82,63,71
Anderson Talisca,81,76,82,80,77,59,71
Manuel Fernandes,81,79,77,79,84,66,73
Daniel Wass,81,77,75,81,79,68,73
Guillaume Hoarau,81,57,83,74,74,51,80
Marcel Sabitzer,81,83,79,74,80,40,76
Leon Bailey,81,93,75,74,83,23,62
Marcelo,81,66,48,61,62,80,85
Allan,81,78,66,75,80,80,81
Stephan El Shaarawy,81,87,76,71,85,31,59
Aleksandar Kolarov,81,70,70,80,76,80,81
Will Grigg,81,87,81,64,77,43,82
Phil Jones,81,63,56,65,63,81,81
Sead Kolašinac,81,79,54,64,67,79,90
Marcus Rashford,81,92,78,74,82,39,74
Breel Embolo,81,86,79,74,83,38,82
Édson Puch,81,86,80,76,83,43,68
Federico Chiesa,81,87,78,76,86,36,66
Luuk de Jong,81,59,85,78,76,45,80
Rony Lopes,81,83,78,80,86,34,60
Bartra,81,77,52,70,74,82,71
Rafinha,81,74,76,79,84,62,64
Samuel Eto'o,81,74,83,74,79,36,71
Soualiho Meïté,81,73,58,80,80,80,85
Ross Barkley,81,77,73,77,82,55,77
Diego Castro,81,73,82,79,85,48,64
Steven Berghuis,81,80,85,82,86,42,64
Sofiane Hanni,81,79,85,80,84,51,71
Santiago Arias,81,86,55,71,81,81,77
Soualiho Meïté,81,73,58,80,80,80,85
Franck Yannick Kessié,81,80,76,78,82,78,85
Felipe Mora,81,86,84,65,82,35,74
Manu García,81,69,70,76,73,82,87
Frederik Sørensen,81,67,40,70,70,81,81
Martin Hinteregger,81,72,68,72,64,84,85
Kevin Mirallas,81,83,77,77,83,46,65
Ross Barkley,81,77,73,77,82,55,77
Nicolás Castillo,81,71,86,70,79,42,85
Cristian Tello,81,92,79,79,86,34,66
Pedro Obiang,81,72,72,82,80,79,81
Pablo Aguilar,81,71,58,64,66,82,85
Lorenzo De Silvestri,81,79,67,76,80,81,82
Ryan Sessegnon,81,89,79,78,80,73,75
Luka Milivojević,81,66,70,78,73,81,85
Robert Snodgrass,81,70,83,84,83,50,80
Nathan Aké,81,80,58,77,76,84,82
Mattia Destro,81,81,80,70,81,30,78
Karl Toko-Ekambi,81,81,81,73,85,26,76
Christian Atsu,81,94,78,81,86,46,64
Mossoró,81,80,80,82,85,49,71
Ahmed Musa,81,94,83,72,85,33,65
Shinji Okazaki,81,78,82,77,85,50,80
Ryan Babel,81,87,81,74,85,40,78
Nils Petersen,81,66,83,66,71,37,75
Christophe Kerbrat,81,69,52,66,70,83,81
Remo Freuler,81,76,74,82,81,70,74
Alfreð Finnbogason,81,73,86,70,80,36,78
Dimitri Liénard,81,72,78,84,80,65,78
Ibai Gómez,81,81,83,83,86,57,73
Benjamin André,81,75,72,82,82,79,81
Roberto Rosales,81,81,67,78,84,78,77
Jérôme Roussillon,81,88,71,80,82,79,81
Michael Lang,81,78,78,74,73,83,84
Marvin Zeegelaar,81,83,73,76,80,78,84
Callum Wilson,81,92,81,71,82,40,81
Gonzalo Castro,81,78,80,81,86,46,65
Matthijs de Ligt,81,75,61,72,72,82,83
Nabil Dirar,81,82,76,80,84,67,77
Zakaria Labyad,81,83,82,83,85,42,63
Nenad Tomović,81,75,46,68,73,83,83
Steve Cook,81,60,32,60,70,82,82
Moussa Dembélé,81,85,82,68,82,26,78
Ashley Young,81,83,77,83,85,77,70
Lucas Torreira,81,80,68,82,83,75,75
Enner Valencia,81,90,85,75,80,50,78
Sven Bender,81,71,54,64,62,83,80
Kevin-Prince Boateng,81,75,79,78,80,70,81
